BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,GenderCode,RaceDesc,MaritalDesc,TrainingType,TrainingOutcome,CurrentEmployeeRating,EngagementScore,SatisfactionScore,Work-LifeBalanceScore,TrainingDurationDays,TrainingCost,Age,PerformanceScore
TNS,Active,Contract,Zone B,Full-Time,Production,Male,White,Divorced,Internal,Completed,2,4,3,4,5,427.99,40,1
WBL,Active,Full-Time,Zone C,Full-Time,Production,Male,Hispanic,Widowed,Internal,Completed,4,3,1,5,1,925.68,53,1
PYZ,Active,Contract,Zone A,Full-Time,Production,Female,Asian,Widowed,External,Incomplete,1,4,3,1,4,485.05,18,1
WBL,Active,Contract,Zone A,Full-Time,Production,Female,White,Divorced,External,Passed,4,4,2,5,5,720.07,73,1
NEL,Terminated,Contract,Zone C,Full-Time,Production,Female,Black,Widowed,External,Incomplete,1,4,1,3,5,161.15,74,1
CCDR,Active,Contract,Zone B,Temporary,Production,Male,Asian,Divorced,Internal,Completed,4,1,2,2,4,899.17,79,1
EW,Active,Contract,Zone B,Part-Time,Production,Male,Hispanic,Widowed,External,Incomplete,4,1,5,2,1,438.31,60,1
MSC,Active,Contract,Zone B,Temporary,Production,Male,White,Widowed,Internal,Passed,2,1,3,1,3,903.18,75,1
NEL,Active,Part-Time,Zone A,Temporary,Production,Male,Black,Single,External,Passed,1,3,4,4,2,607.81,70,1
PL,Active,Full-Time,Zone A,Full-Time,Production,Male,Black,Divorced,External,Incomplete,1,2,5,3,1,774.44,40,1
PYZ,Active,Contract,Zone B,Temporary,Production,Male,Hispanic,Single,Internal,Incomplete,5,5,4,4,3,644.38,45,1
SVG,Active,Part-Time,Zone C,Temporary,Production,Female,Asian,Single,Internal,Failed,4,5,1,1,4,457.74,73,1
TNS,Active,Contract,Zone A,Full-Time,Production,Female,Asian,Married,External,Incomplete,1,2,4,2,2,840.27,31,1
WBL,Active,Contract,Zone A,Temporary,Production,Male,Other,Married,External,Failed,1,2,1,2,1,559.59,57,3
BPC,Active,Contract,Zone A,Part-Time,Production,Male,Asian,Divorced,External,Completed,2,3,4,2,1,840.65,51,1
CCDR,Active,Part-Time,Zone A,Part-Time,Production,Male,White,Divorced,Internal,Incomplete,2,2,1,1,1,543.46,33,1
EW,Active,Contract,Zone B,Temporary,Production,Male,Black,Married,External,Incomplete,1,1,2,2,1,729.03,71,1
MSC,Active,Full-Time,Zone C,Temporary,Production,Male,White,Divorced,External,Incomplete,5,1,3,4,4,449.65,27,1
NEL,Active,Contract,Zone C,Part-Time,Production,Female,White,Married,External,Passed,4,2,3,5,3,213.38,43,1
PL,Active,Part-Time,Zone B,Part-Time,Production,Female,Asian,Married,Internal,Failed,5,4,4,5,4,106.21,55,1
SVG,Active,Part-Time,Zone B,Full-Time,Production,Male,Hispanic,Married,Internal,Completed,4,5,4,2,5,483.07,66,1
TNS,Active,Full-Time,Zone C,Part-Time,Production,Male,White,Widowed,Internal,Passed,1,5,3,2,2,515.31,34,1
WBL,Active,Full-Time,Zone A,Part-Time,Production,Female,Asian,Divorced,Internal,Incomplete,2,1,3,1,5,290.8,57,1
BPC,Terminated,Part-Time,Zone A,Part-Time,Production,Female,White,Married,Internal,Passed,2,3,2,4,4,977.46,44,1
CCDR,Active,Part-Time,Zone B,Temporary,Production,Female,Asian,Divorced,External,Passed,4,5,2,4,5,105.41,25,1
WBL,Active,Full-Time,Zone C,Part-Time,Production,Male,Hispanic,Single,Internal,Failed,2,1,1,5,2,856.23,59,1
NEL,Active,Full-Time,Zone A,Part-Time,Production,Male,Other,Married,Internal,Incomplete,4,2,5,5,3,964.33,63,1
PL,Active,Part-Time,Zone A,Full-Time,Production,Male,Hispanic,Widowed,External,Completed,2,3,4,3,3,589.88,22,1
BPC,Terminated,Part-Time,Zone B,Temporary,Production,Male,White,Divorced,External,Incomplete,4,3,2,5,4,663.36,75,1
CCDR,Active,Contract,Zone B,Full-Time,Production,Male,Other,Single,Internal,Completed,1,4,4,2,2,249.88,49,1
SVG,Active,Part-Time,Zone A,Temporary,Production,Male,Hispanic,Single,Internal,Passed,2,4,1,1,2,809.89,44,1
EW,Active,Contract,Zone C,Part-Time,Production,Female,Asian,Single,Internal,Completed,4,2,5,3,5,224.58,45,1
MSC,Active,Full-Time,Zone C,Temporary,Production,Female,Black,Married,External,Incomplete,5,4,2,4,3,251.78,30,1
TNS,Active,Contract,Zone A,Part-Time,Production,Male,White,Widowed,External,Failed,4,4,1,5,2,314.0,25,1
PYZ,Active,Part-Time,Zone B,Temporary,Production,Male,Hispanic,Single,External,Completed,2,4,3,3,5,453.51,59,3
WBL,Active,Full-Time,Zone C,Part-Time,Production,Male,White,Widowed,Internal,Failed,4,2,3,4,2,595.4,23,1
NEL,Active,Full-Time,Zone C,Temporary,Production,Male,Hispanic,Divorced,External,Completed,2,2,1,5,2,606.3,43,1
PL,Active,Full-Time,Zone B,Temporary,Production,Male,Hispanic,Single,Internal,Incomplete,2,2,5,5,5,841.22,21,1
BPC,Active,Part-Time,Zone B,Part-Time,Production,Female,White,Divorced,Internal,Failed,4,2,3,3,4,912.5,60,1
CCDR,Active,Contract,Zone B,Part-Time,Production,Female,White,Divorced,External,Incomplete,2,5,2,1,2,196.27,38,1
EW,Active,Part-Time,Zone A,Full-Time,Production,Male,Hispanic,Widowed,Internal,Incomplete,5,1,4,1,1,224.09,59,1
MSC,Active,Full-Time,Zone C,Temporary,Production,Male,Hispanic,Widowed,External,Completed,4,5,4,4,2,363.8,41,1
PYZ,Terminated,Full-Time,Zone A,Full-Time,Production,Female,Other,Married,Internal,Incomplete,4,4,4,5,1,629.85,40,1
WBL,Terminated,Full-Time,Zone A,Temporary,Production,Female,Black,Single,Internal,Completed,2,5,5,3,3,915.92,77,1
WBL,Active,Part-Time,Zone B,Part-Time,Production,Male,Other,Single,External,Passed,2,2,5,3,3,487.27,75,1
NEL,Active,Full-Time,Zone B,Part-Time,Production,Male,White,Married,External,Completed,1,1,2,2,1,266.42,28,1
PL,Active,Full-Time,Zone C,Full-Time,Production,Male,White,Widowed,External,Incomplete,2,5,1,4,1,277.22,69,1
BPC,Active,Contract,Zone C,Full-Time,Production,Male,White,Married,Internal,Incomplete,5,4,5,5,1,545.87,46,1
CCDR,Active,Contract,Zone A,Full-Time,Production,Male,Asian,Married,External,Incomplete,2,2,5,2,3,182.84,31,1
SVG,Active,Full-Time,Zone A,Full-Time,Production,Female,Asian,Divorced,External,Completed,5,5,3,3,4,149.67,75,1
EW,Active,Contract,Zone C,Part-Time,Production,Female,White,Divorced,Internal,Completed,5,4,5,3,4,939.72,26,1
MSC,Active,Contract,Zone C,Part-Time,Production,Female,Black,Divorced,External,Completed,2,5,4,1,5,410.04,34,1
TNS,Active,Part-Time,Zone C,Temporary,Production,Male,Asian,Single,External,Incomplete,4,4,1,4,1,945.59,77,1
PYZ,Active,Part-Time,Zone A,Temporary,Production,Male,Black,Single,Internal,Completed,5,4,4,2,4,539.06,76,1
WBL,Active,Part-Time,Zone C,Part-Time,Production,Male,Black,Married,External,Incomplete,1,1,4,5,2,837.22,50,1
NEL,Active,Contract,Zone B,Part-Time,Production,Male,Hispanic,Divorced,Internal,Incomplete,2,3,2,3,3,360.08,23,1
PL,Active,Contract,Zone B,Temporary,Production,Male,Hispanic,Married,Internal,Completed,5,2,2,2,2,405.48,58,1
BPC,Terminated,Part-Time,Zone B,Temporary,Production,Female,Black,Widowed,Internal,Failed,1,2,1,5,4,577.78,55,1
SVG,Active,Full-Time,Zone C,Temporary,Production,Male,Black,Married,External,Completed,1,5,1,4,2,102.16,79,1
WBL,Active,Full-Time,Zone B,Part-Time,Production,Female,White,Single,External,Completed,4,3,4,2,2,764.22,41,1
BPC,Terminated,Contract,Zone C,Full-Time,Production,Female,White,Divorced,Internal,Incomplete,5,1,1,4,2,326.54,64,1
BPC,Terminated,Full-Time,Zone A,Temporary,Production,Male,White,Single,Internal,Failed,1,2,1,1,2,510.12,76,3
CCDR,Active,Part-Time,Zone C,Full-Time,Production,Male,Hispanic,Single,Internal,Failed,5,5,1,1,3,706.23,69,1
EW,Active,Full-Time,Zone C,Part-Time,Production,Male,Hispanic,Divorced,External,Passed,1,4,1,4,2,634.36,50,3
MSC,Active,Full-Time,Zone B,Part-Time,Production,Male,Black,Divorced,Internal,Failed,4,4,3,3,2,718.77,53,1
NEL,Active,Part-Time,Zone C,Temporary,Production,Male,Other,Widowed,Internal,Incomplete,1,2,1,2,3,820.39,75,1
PL,Terminated,Contract,Zone B,Part-Time,Production,Male,Other,Widowed,Internal,Passed,5,5,1,1,1,835.07,28,2
PYZ,Active,Part-Time,Zone A,Full-Time,Production,Female,Hispanic,Married,External,Incomplete,2,1,3,4,4,670.82,77,2
SVG,Active,Part-Time,Zone C,Full-Time,Production,Female,Black,Single,External,Passed,4,3,5,5,1,596.23,43,2
TNS,Active,Full-Time,Zone A,Temporary,Production,Female,White,Married,Internal,Completed,5,4,5,2,2,842.67,70,2
WBL,Active,Full-Time,Zone A,Part-Time,Production,Male,White,Single,Internal,Completed,2,5,2,5,3,229.18,45,1
BPC,Active,Full-Time,Zone C,Temporary,Production,Male,Other,Married,Internal,Failed,5,1,2,5,3,851.72,47,1
CCDR,Active,Full-Time,Zone C,Part-Time,Production,Male,Other,Divorced,Internal,Completed,2,1,3,3,1,798.08,74,2
EW,Active,Part-Time,Zone C,Part-Time,Production,Male,Black,Married,External,Passed,2,2,1,4,3,587.16,62,1
MSC,Active,Full-Time,Zone C,Full-Time,Production,Male,White,Widowed,External,Completed,2,2,4,5,2,828.48,32,1
SVG,Active,Part-Time,Zone B,Part-Time,Production,Male,Other,Single,Internal,Incomplete,4,1,2,3,3,192.39,77,1
EW,Active,Full-Time,Zone B,Temporary,Production,Male,Other,Widowed,Internal,Completed,4,2,2,1,4,422.27,78,2
MSC,Active,Part-Time,Zone B,Full-Time,Production,Male,Asian,Single,External,Failed,2,1,3,4,4,242.25,27,1
TNS,Terminated,Part-Time,Zone C,Part-Time,Production,Female,White,Divorced,External,Passed,1,2,2,3,4,653.99,53,1
BPC,Active,Part-Time,Zone C,Temporary,Production,Female,Hispanic,Single,External,Passed,2,3,3,2,5,792.46,70,1
CCDR,Active,Part-Time,Zone A,Temporary,Production,Female,White,Single,External,Incomplete,2,3,1,3,4,317.26,25,1
TNS,Active,Full-Time,Zone A,Temporary,Production,Male,Black,Married,External,Failed,5,3,4,1,5,866.79,76,1
PYZ,Active,Contract,Zone A,Full-Time,Production,Male,Black,Widowed,Internal,Completed,2,2,5,4,2,422.63,79,1
WBL,Active,Part-Time,Zone B,Part-Time,Production,Male,Black,Married,Internal,Passed,4,5,3,2,5,413.42,73,1
NEL,Active,Contract,Zone A,Part-Time,Production,Male,Hispanic,Divorced,External,Incomplete,5,2,5,2,5,900.02,69,1
PL,Active,Contract,Zone B,Full-Time,Production,Male,Hispanic,Married,Internal,Passed,2,3,5,1,3,573.84,53,1
BPC,Active,Part-Time,Zone A,Full-Time,Production,Male,Hispanic,Divorced,Internal,Failed,4,4,2,3,2,801.16,24,1
CCDR,Active,Part-Time,Zone A,Full-Time,Production,Male,White,Divorced,Internal,Passed,1,3,5,1,5,107.25,69,1
SVG,Active,Full-Time,Zone C,Temporary,Production,Female,Black,Divorced,External,Incomplete,4,3,5,4,1,892.56,39,1
EW,Active,Part-Time,Zone A,Temporary,Production,Female,Asian,Divorced,External,Failed,4,3,3,2,1,429.89,66,1
MSC,Active,Contract,Zone B,Part-Time,Production,Female,Asian,Widowed,Internal,Failed,2,2,4,1,4,664.5,78,1
TNS,Active,Part-Time,Zone A,Part-Time,Production,Male,Black,Married,Internal,Incomplete,2,2,3,3,5,925.8,64,1
PYZ,Active,Full-Time,Zone A,Full-Time,Production,Male,Black,Married,External,Failed,2,1,5,2,3,118.94,56,1
WBL,Active,Contract,Zone A,Temporary,Production,Female,Black,Single,Internal,Failed,4,1,1,2,4,932.34,21,1
NEL,Active,Contract,Zone B,Full-Time,Production,Male,Asian,Divorced,External,Incomplete,4,5,4,1,1,624.59,67,1
PL,Terminated,Part-Time,Zone B,Full-Time,Production,Male,Asian,Widowed,Internal,Failed,4,3,2,5,4,835.35,41,1
CCDR,Active,Part-Time,Zone C,Full-Time,Production,Male,Hispanic,Married,External,Completed,4,4,3,4,4,597.63,59,1
SVG,Active,Part-Time,Zone A,Part-Time,Production,Male,Other,Married,External,Passed,2,3,2,4,4,974.28,43,1
MSC,Active,Contract,Zone A,Temporary,Production,Male,Asian,Married,External,Incomplete,2,5,5,1,4,263.04,37,1
TNS,Terminated,Full-Time,Zone A,Temporary,Production,Female,Black,Married,Internal,Completed,5,5,1,1,5,411.52,33,1
TNS,Active,Full-Time,Zone A,Full-Time,Production,Male,Black,Single,Internal,Completed,2,3,5,5,5,838.84,34,1
PYZ,Active,Contract,Zone A,Temporary,Production,Male,Black,Widowed,External,Incomplete,1,5,2,3,4,767.51,26,1
WBL,Active,Contract,Zone A,Full-Time,Production,Male,Hispanic,Divorced,External,Passed,2,2,1,5,5,990.52,61,1
NEL,Active,Full-Time,Zone A,Temporary,Production,Male,White,Divorced,Internal,Completed,2,3,1,1,5,205.24,77,1
PL,Active,Part-Time,Zone B,Full-Time,Production,Male,White,Single,Internal,Completed,4,1,4,4,5,203.06,73,1
BPC,Terminated,Full-Time,Zone A,Temporary,Production,Male,Asian,Married,External,Incomplete,2,1,2,5,4,555.6,25,1
CCDR,Active,Full-Time,Zone B,Part-Time,Production,Male,Other,Divorced,Internal,Passed,4,5,4,1,5,794.92,42,1
SVG,Active,Full-Time,Zone C,Part-Time,Production,Female,Hispanic,Widowed,Internal,Passed,4,3,5,2,2,926.17,59,1
EW,Active,Contract,Zone A,Full-Time,Production,Female,Other,Single,Internal,Completed,4,1,4,3,1,832.37,32,1
MSC,Active,Part-Time,Zone B,Part-Time,Production,Male,Other,Single,Internal,Completed,5,1,5,3,5,128.8,28,1
TNS,Active,Part-Time,Zone B,Temporary,Production,Male,White,Widowed,External,Passed,2,1,4,1,4,255.02,69,3
PYZ,Active,Part-Time,Zone A,Part-Time,Production,Female,White,Single,Internal,Incomplete,4,1,4,5,4,674.34,27,1
WBL,Active,Part-Time,Zone B,Part-Time,Production,Female,Black,Widowed,External,Incomplete,1,5,4,3,2,778.36,60,1
NEL,Active,Part-Time,Zone A,Full-Time,Production,Male,Asian,Single,External,Failed,5,3,3,5,2,906.63,25,2
PL,Terminated,Full-Time,Zone A,Part-Time,Production,Female,Other,Widowed,External,Failed,4,4,2,4,4,986.01,74,3
PL,Active,Full-Time,Zone C,Full-Time,Production,Male,Asian,Divorced,External,Passed,1,2,5,1,5,846.88,49,1
PYZ,Active,Contract,Zone B,Part-Time,Production,Male,Asian,Divorced,External,Incomplete,5,2,5,4,1,998.74,39,2
SVG,Active,Full-Time,Zone C,Part-Time,Production,Male,White,Widowed,External,Completed,4,1,4,5,4,510.69,58,2
TNS,Active,Contract,Zone C,Temporary,Production,Male,Asian,Single,External,Passed,1,4,2,5,1,100.55,41,3
WBL,Active,Full-Time,Zone C,Part-Time,Production,Female,Hispanic,Single,Internal,Passed,1,2,4,4,4,818.39,78,2
BPC,Active,Part-Time,Zone A,Full-Time,Production,Female,White,Divorced,Internal,Incomplete,1,5,1,3,1,763.78,76,3
TNS,Active,Part-Time,Zone A,Full-Time,Production,Male,Asian,Divorced,Internal,Passed,2,5,2,2,1,292.36,66,3
PYZ,Active,Full-Time,Zone C,Temporary,Production,Male,Black,Widowed,Internal,Completed,4,3,5,3,2,990.45,60,2
WBL,Active,Full-Time,Zone B,Part-Time,Production,Male,Hispanic,Divorced,External,Completed,2,4,1,2,3,989.75,69,2
NEL,Active,Full-Time,Zone C,Part-Time,Production,Male,Hispanic,Widowed,Internal,Failed,2,5,3,3,1,194.13,48,3
PL,Terminated,Full-Time,Zone B,Part-Time,Production,Male,Asian,Widowed,Internal,Incomplete,1,3,4,2,2,993.79,30,3
BPC,Terminated,Part-Time,Zone C,Temporary,Production,Male,White,Single,Internal,Incomplete,2,4,4,2,2,932.4,67,2
CCDR,Active,Contract,Zone A,Part-Time,Production,Male,Other,Widowed,External,Passed,4,1,4,5,3,636.37,29,3
SVG,Active,Part-Time,Zone B,Full-Time,Production,Female,Black,Widowed,External,Failed,4,4,3,1,1,333.03,39,3
EW,Active,Full-Time,Zone A,Part-Time,Production,Female,White,Single,Internal,Failed,5,5,1,2,1,195.63,31,2
MSC,Active,Full-Time,Zone A,Part-Time,Production,Male,Hispanic,Single,External,Completed,5,2,4,4,2,140.27,61,3
TNS,Active,Full-Time,Zone B,Part-Time,Production,Female,Asian,Divorced,External,Incomplete,2,5,2,3,1,465.54,61,3
BPC,Active,Part-Time,Zone B,Full-Time,Production,Female,Other,Married,External,Incomplete,5,4,2,5,1,713.3,29,3
CCDR,Active,Part-Time,Zone A,Part-Time,Production,Female,White,Married,Internal,Failed,4,5,1,2,4,632.73,42,2
EW,Terminated,Contract,Zone B,Part-Time,Production,Male,Asian,Married,External,Failed,5,5,4,4,1,244.84,42,3
CCDR,Active,Part-Time,Zone B,Temporary,Production,Male,Other,Divorced,External,Failed,4,1,3,1,4,689.93,46,3
MSC,Active,Full-Time,Zone B,Part-Time,Production,Female,Hispanic,Divorced,External,Incomplete,5,5,4,1,2,175.63,49,1
TNS,Terminated,Full-Time,Zone B,Temporary,Production,Female,White,Widowed,Internal,Passed,2,1,3,4,5,120.14,34,2
PYZ,Active,Part-Time,Zone A,Full-Time,Production,Female,Black,Widowed,External,Failed,2,1,4,2,5,871.29,24,3
MSC,Terminated,Full-Time,Zone B,Temporary,Production,Male,Hispanic,Single,External,Passed,2,5,4,4,1,485.84,51,3
TNS,Terminated,Part-Time,Zone A,Full-Time,Production,Male,Hispanic,Widowed,External,Completed,4,4,4,3,2,275.36,73,1
PYZ,Active,Full-Time,Zone A,Part-Time,Production,Male,White,Single,External,Incomplete,1,3,1,4,3,933.67,72,2
WBL,Active,Contract,Zone B,Temporary,Production,Male,Asian,Widowed,Internal,Passed,2,4,3,1,4,927.08,58,1
NEL,Active,Contract,Zone B,Part-Time,Production,Male,White,Divorced,External,Passed,5,5,1,1,4,395.52,25,1
PL,Active,Contract,Zone C,Part-Time,Production,Male,Asian,Married,Internal,Completed,1,4,3,1,3,123.26,39,2
BPC,Active,Contract,Zone A,Temporary,Production,Male,Black,Married,Internal,Completed,2,1,4,4,3,198.45,68,2
CCDR,Active,Full-Time,Zone C,Full-Time,Production,Male,White,Married,Internal,Passed,1,2,5,1,2,478.07,51,2
SVG,Active,Contract,Zone B,Full-Time,Production,Female,Hispanic,Single,External,Completed,2,4,3,3,3,285.5,42,2
EW,Active,Contract,Zone A,Part-Time,Production,Female,Black,Single,External,Passed,5,5,1,3,2,490.26,48,2
MSC,Active,Part-Time,Zone B,Full-Time,Production,Male,Hispanic,Divorced,Internal,Completed,2,5,2,5,3,828.68,28,2
TNS,Active,Full-Time,Zone C,Part-Time,Production,Female,Black,Widowed,External,Incomplete,2,3,3,4,2,858.29,70,2
PYZ,Active,Full-Time,Zone B,Part-Time,Production,Female,Other,Single,External,Completed,2,4,1,5,3,494.19,56,2
WBL,Active,Part-Time,Zone C,Part-Time,Production,Female,Other,Widowed,Internal,Passed,1,2,4,1,4,502.56,67,2
NEL,Terminated,Full-Time,Zone B,Temporary,Production,Male,White,Widowed,External,Failed,4,4,2,1,5,826.82,43,2
BPC,Active,Contract,Zone A,Full-Time,Production,Male,Black,Divorced,Internal,Failed,2,4,5,3,4,655.83,34,2
CCDR,Active,Part-Time,Zone C,Temporary,Production,Male,Asian,Divorced,External,Incomplete,1,3,4,2,1,543.81,63,1
MSC,Terminated,Part-Time,Zone C,Temporary,Production,Female,White,Married,Internal,Completed,4,3,3,5,2,331.52,75,2
TNS,Active,Full-Time,Zone C,Part-Time,Production,Female,Black,Widowed,External,Passed,2,3,1,3,3,973.96,76,1
PYZ,Active,Contract,Zone C,Full-Time,Production,Female,Black,Widowed,Internal,Completed,4,5,3,2,3,149.09,67,1
TNS,Active,Full-Time,Zone B,Full-Time,Production,Male,Other,Widowed,External,Incomplete,5,2,3,4,4,925.16,62,1
WBL,Active,Part-Time,Zone B,Part-Time,Production,Female,Black,Widowed,External,Passed,2,5,2,1,2,833.13,64,1
PYZ,Active,Full-Time,Zone A,Part-Time,Production,Male,Other,Married,External,Failed,1,5,2,3,5,191.49,61,1
WBL,Active,Part-Time,Zone C,Full-Time,Production,Male,Hispanic,Widowed,External,Passed,2,5,4,1,3,474.15,20,1
NEL,Active,Part-Time,Zone B,Temporary,Production,Male,Hispanic,Single,External,Failed,1,1,3,4,1,550.42,61,1
PL,Active,Contract,Zone C,Full-Time,Production,Male,Black,Divorced,External,Incomplete,4,1,2,4,1,681.23,75,1
BPC,Terminated,Part-Time,Zone A,Temporary,Production,Male,Hispanic,Widowed,Internal,Incomplete,2,1,5,2,5,657.64,80,1
CCDR,Active,Full-Time,Zone C,Part-Time,Production,Female,White,Divorced,Internal,Incomplete,2,2,4,3,4,449.66,43,1
SVG,Active,Full-Time,Zone A,Full-Time,Production,Female,Asian,Divorced,External,Passed,2,2,2,4,5,587.25,45,1
EW,Active,Full-Time,Zone A,Full-Time,Production,Female,Hispanic,Single,Internal,Failed,1,1,2,3,2,198.55,37,1
MSC,Active,Full-Time,Zone B,Full-Time,Production,Male,Other,Married,External,Completed,2,1,3,2,5,629.24,46,1
TNS,Active,Part-Time,Zone B,Full-Time,Production,Female,Other,Divorced,Internal,Incomplete,2,4,1,3,2,614.06,63,1
PYZ,Active,Contract,Zone B,Temporary,Production,Female,Hispanic,Divorced,External,Completed,1,4,4,5,3,426.26,66,1
WBL,Active,Full-Time,Zone A,Temporary,Production,Male,White,Divorced,Internal,Passed,4,5,2,5,5,197.73,59,1
NEL,Active,Full-Time,Zone A,Part-Time,Production,Female,Other,Married,External,Incomplete,4,2,3,1,3,145.68,39,1
CCDR,Active,Part-Time,Zone B,Temporary,Production,Female,Black,Single,Internal,Failed,4,1,5,4,3,764.74,37,1
WBL,Terminated,Contract,Zone A,Part-Time,Production,Female,Hispanic,Married,Internal,Passed,2,4,5,5,3,405.4,33,1
MSC,Active,Full-Time,Zone B,Temporary,Production,Female,Hispanic,Widowed,External,Failed,5,5,5,5,4,689.49,38,1
TNS,Active,Contract,Zone C,Temporary,Production,Female,White,Divorced,Internal,Incomplete,1,3,5,4,2,141.14,24,1
TNS,Active,Full-Time,Zone B,Part-Time,Production,Female,Other,Widowed,Internal,Passed,1,3,4,3,1,788.69,75,1
SVG,Active,Part-Time,Zone C,Part-Time,Production,Female,Other,Married,Internal,Failed,5,1,3,3,5,458.81,68,1
SVG,Active,Full-Time,Zone C,Part-Time,Production,Female,Black,Single,Internal,Passed,5,4,5,4,5,140.91,77,1
WBL,Active,Full-Time,Zone A,Temporary,Production,Male,Asian,Married,External,Completed,4,2,3,4,5,551.76,73,1
NEL,Active,Part-Time,Zone A,Temporary,Production,Male,Black,Divorced,Internal,Passed,2,2,4,3,4,640.05,33,1
CCDR,Active,Full-Time,Zone C,Part-Time,Production,Male,Hispanic,Divorced,Internal,Failed,4,5,2,4,1,470.62,41,1
PL,Active,Full-Time,Zone A,Temporary,Production,Female,Other,Widowed,External,Failed,2,4,5,4,4,257.87,21,1
SVG,Active,Part-Time,Zone A,Temporary,Production,Female,Hispanic,Divorced,External,Passed,2,1,3,5,4,970.09,62,1
TNS,Active,Part-Time,Zone B,Full-Time,Production,Female,Black,Single,External,Completed,1,5,3,2,2,197.96,43,1
WBL,Active,Full-Time,Zone B,Temporary,Production,Female,Other,Married,External,Failed,2,5,4,3,2,166.78,66,1
PL,Active,Full-Time,Zone C,Temporary,Production,Male,Hispanic,Widowed,External,Passed,2,4,5,4,4,267.6,59,1
PYZ,Active,Contract,Zone B,Temporary,Production,Female,Black,Divorced,Internal,Incomplete,5,4,1,1,1,671.21,45,1
SVG,Active,Contract,Zone A,Part-Time,Production,Male,Hispanic,Married,Internal,Failed,1,3,5,2,4,813.43,49,1
NEL,Active,Full-Time,Zone B,Temporary,Production,Female,Asian,Single,Internal,Completed,1,4,5,3,1,501.89,52,1
TNS,Active,Contract,Zone B,Full-Time,Production,Male,Other,Single,External,Failed,4,4,3,3,4,133.4,54,1
MSC,Active,Full-Time,Zone A,Part-Time,Production,Male,Hispanic,Married,Internal,Failed,1,4,4,4,4,312.8,48,1
TNS,Active,Contract,Zone B,Temporary,Production,Female,Hispanic,Widowed,External,Failed,4,2,3,3,3,272.76,79,1
PYZ,Active,Full-Time,Zone C,Part-Time,Production,Female,White,Single,External,Passed,2,2,2,3,3,494.03,20,1
WBL,Active,Contract,Zone A,Full-Time,Production,Female,White,Single,Internal,Completed,2,5,5,3,3,722.92,21,3
NEL,Active,Full-Time,Zone A,Part-Time,Production,Female,Asian,Married,Internal,Passed,4,1,4,2,1,125.34,49,1
PL,Active,Full-Time,Zone A,Full-Time,Production,Male,White,Widowed,Internal,Incomplete,4,5,5,1,3,559.24,73,1
BPC,Active,Part-Time,Zone B,Temporary,Production,Male,Other,Married,External,Incomplete,4,5,5,3,1,936.24,69,1
CCDR,Active,Full-Time,Zone A,Full-Time,Production,Male,Other,Single,Internal,Passed,4,1,5,2,1,440.35,64,2
SVG,Active,Contract,Zone B,Temporary,Production,Female,Other,Widowed,Internal,Passed,4,3,2,2,2,727.12,33,1
